BWV1001_bwv-1001_1.csv;BbDG G F Eb D C Bb A Bb G ACG ACF# F# E D E F# G A C Bb CDF# CF# DF# CF# BbF# CF# C Bb C D A BbDG  G A Bb C D Eb BbG BbF AF Eb D BbD DF# DEbG EbG D C Bb C A Bb F# G D Eb D C Bb C  DG DF# A CD BbDG D F# A G BbFG AC#E BbC#E AC#E C#EG F E F AD BbFG D Eb Bb G BbG EbG C#G A F A G F E D E D G E D C# A G D G F G E F AC ABb BbD G F E F G A Bb E F G ADG AC#G G F G E F D ADE AC#E ABE AC#E D E F G E C# D C Bb A Bb A Bb A Bb ACF# Eb D Eb EbF# DF# CF# Bb C A ADG BbDG Bb G Bb D G F Eb D C Bb A G F# G ADG ADF# BFG BG AbBG BG F Eb F D BCD D DEb CEb EbF DF DG EbG G AbDF AbBbF C D Eb F G Ab Bb D Ab Eb Ab G C# Eb G Bb C# Ab C AbCF CFG CF BbEbF D Eb AEbF# B D F Ab B D Ab G CEbG Ab G F# G D Eb B C F# G Eb D C B C Bb Ab G F Eb D C B C G C Eb G C D C F B A G A B C D F Eb BDFG F Ab G F G F Eb D CEbG  C D Eb F G Ab AbCEb BbEbF BbDF Ab G EbG BG AbCEbG AbBbEbG Ab G Ab C F G Eb F Eb F CDG BG DF BDFG CG BC CD CF Ab G Eb CEbG AEbF# ADF# AC AD AC ABb AC A Bb A G F# G D B G C Eb Bb G Ab Eb C AbC AF# AG A F# D Bb D C Bb A Bb G A G C A G F# D C G C Bb C A Bb G A C Bb C D Eb G Ab B C Eb ACDG ACDF# Bb A G F# G AC#EG ADG ABbD ACD C D E F# G A Bb A Bb G Ab  G F# G  BbDG
BWV1001_bwv-1001_2.csv;D C Bb C A Bb G EbG G AG F Eb DF D DEb G CEbG G BbDG F Eb ADF D EbG C Bb A Bb C CF# D BbDG D ADE C Bb CDF# A BbG BbF BbEb BbDF BbD BbCEb A G A F# G CDF# Eb D C Bb G A G D A C# E F A D C B D F Ab G F Eb D Eb G C D Eb G C Bb A C Eb G F Eb D C D A Bb F# G Bb D F E G Bb D C A Bb G F# A C Eb D C Bb A Bb G D F Eb D G C DF# D BbDG BbCEb A G ACF AbBbD BbDG Ab F# BbEbG BDF CEbG CEbF DF DEb CEb CD BbD BbC AbC CF# F# G Bb A G A G C Eb D G A F# G D C Bb C A Bb G EbG G AG F Eb DF D DEb CEb CD CEb CF CEb CD Bb A BbG G AG F DF F FG Eb D CEb C CD BbD BbC BbD BbEb BbD BbC A G AF Bb A FG Eb D CEb F Eb CD Bb A BbG C Bb AG F E DF G F DE A ACE A ADF G F BbC#G E ADF DF DEG ADF BbDG ADF DEG C# B AC#EG F E DF ADF BbDFG E D E AC# ABbD G F G DEG ADF ADE D F C#E D DE C Bb C AF# BbG G AG F Eb F BD CEb C ACE C CDF# Bb A BbG C Bb ADG F E DF G F AbDE E F E D C# D C#EG A ADF A ABbD G F G DEG AC#G F E F DF BbDG A ADF Ab AbDE A AC#E F# CDF# G BDG E BbC#EG F ADF D ABbD Eb BbEbG C# AC#G Bb Ab A AC#G ADF Bb Ab A AC#G BbDF C ACF# Bb BbG AF C#E DF C#G AG A DF DEG ADE DEG ADE DEF C#EG C#EF C#EG C#E ADF DEG ADF DF DEG C#EG DEG BEG AC#G AC#F AC#G AC#E DF C#DE DF DEG ADF BbDG ADF DEG DF C#DE DF DEG ADF DEG ADF BD C#DE BD C#DE DF DEG ADF DEG DF C#DE BD C#DE DF DEG DF DEG C#DE D F A D A F D A D C Bb C A F# D G Bb D G D Bb G D G F Eb F D B G C Eb G C G Eb C G C Bb A Bb G E C F C F G Ab F D Bb Eb Bb Eb F G Eb C A F D B G Eb C Ab F C# Bb G Eb C Ab F D G D F B D B F D G D F B D B F D G C Eb G C G Eb C G C Eb G C G Eb C Ab C Eb G C G Eb C Ab C Eb G C G Eb C A D F# A C A F# D A D F# A C A F# D G C Eb G C Eb C# B C Bb Ab F# G F E F BDFG G CEbG G CDG F Eb BDEb DF EbG DG G B C CEbG CDG F Eb BFG D CEbG D C AbC#F B ACF# C D BDG B C CEb C CD Bb A Bb EG AF F AF F BbF Eb D CEb C CD BbF AF BbFG F BbCFG Eb D Eb CDF DF DEbF BbD BbDF AC BbG AC BD CEb CEbG BbD AC BbD CEb EbG AEbF BbD DF DEbG AC CG CEF BbG BbD Eb C A F Bb BbDF ADF DFG EbG DF ACEb BbD ACEb BbDF BbDFG G F AEbF BbDF DEbG A Bb BbC AC G F Bb BbDF EbF DF C Bb D C D Bb D A D G D F D Eb D Eb D G F Eb D C Bb A C G C F# C E C D C A C Bb A Bb G A D F Ab G F G Eb F Bb D F Eb D Eb C D G Bb D Eb C E F# D A F# C A Eb C F# C A F# Eb C A F# D C F# C F# C A C D C F# C F# C A C D Bb D Bb D Bb G Bb D Bb D Bb D Bb G Bb D A F# D F# D C D F# D F# D C D G D G D Bb D G D G D Bb D C# E C# E C# Bb C# D C# E C# E C# Bb G F# E D BbD DEbG C Bb C AC CDF# Bb A Bb BbDG BbDEb A AC#E G CDF# G BbG E BbCEG F AF D ABbD Eb D EbG G Bb D AC#G E A C# DF F A C BFG Ab G F G D Eb B CEb Ab G F G D Eb C AF# A C Eb D C A C D Eb A Bb C F# G A Bb D BDF D CDEb CEb BD CE A CDF# AC BbG AC A ABbD BbG AF# BbG G BbC#E A G F# G A CDF# BbDG ADG C Bb ACDF# A BDFG C B CEbG G AEbF Bb A BbDF BbD DEbG AbC BG AbC CF# CEbG CDF# Eb C D ADF# BDG AEb AC BbD ADF# AEbF# BbDG AC#G BbDG BbG AC AF# G Bb D G D Bb G A G F Eb F D B G C D Eb C Ab G F# Eb D C D Bb G F G Eb G B C Eb Ab G A C F# A C Eb F# A Bb D G Bb D F# G Bb C Eb G C Eb G A C D C Bb D C# Bb A C B Ab G Bb A G F Ab G F Eb G F# Eb D F E D C B C Eb D C CDF# F# G A F# G A C D Eb C D Eb A Bb C A Bb C F# G A F# G A D C#G ADG AD G F# G Eb F G BbDG
BWV1001_bwv-1001_3.csv;Bb D F Eb D C Bb BbD BbDF AC BbG AF Eb D CF BbG C AEb AC BbD F BbD BbF BbEb BbD AC A C F AC BbG AC Eb AC BDF C EbG DF BbEbG A C F A C Eb G BbDF Eb D CEb BbEb DF CEb DEb Eb DF BbD Bb D F Eb D C Bb BbD BbDF ACF ABbC A G F# E D AC ACDG BbG F Eb BbD AC D CF# AC BbG D BbG Bb AC D AC BbC BbD CD CEb BbEb A G F# E D C Bb A Bb C F# D A C G Bb A F# G D CEbG C CEb G F Eb D C AbC CDF# BbG BbD EbF# DF# G CG BbCG ACG DG DF# Bb D E F# G A Bb C D C Eb D C CD BbD A G Bb D C Bb A G BbG BbDG ADF AEbF D C B A G BF CEb C D F Eb D C CEb CEbG BbDG BbD G F E D C BbE BbEb AF F Eb D C Bb AbD EbG BbEbG Eb D C Bb A ACG CDF G BbD BbCEb F C AF BbEbF BbDF EbG DG CEb BbEb BbF AF C Bb D C CEbG  G C Bb A G F AEbF BbEbF D F Bb Ab F D Bb AbBbDF DEbG BbEbG C A D F C A Bb G C Eb Bb G A F Bb D Eb D G F Eb DF CF AC C Bb A G F CEb CDF F G F BDFG Eb D C B CEbG Eb F Eb AEbF D C Bb A BbG BbF EbG DG BbEbG BbDF Eb CEb DF CG BbG EbG Eb DF Eb G Eb BbDF BbCEG E F E BbCEG BbCG F E D C ACF F D Eb F C Bb A G F Eb D AEbG BbDF D Eb F D Bb CEb BbD Bb D F Eb D C Bb BbD BbDF ACF AC C Bb A G F BbEb ABbEbF BbD
BWV1001_bwv-1001_4.csv;G Bb G D G D Bb D Bb G Bb G D G D Bb D Bb G Bb D G Bb D G D C Bb A G F# D F# A D F# A Eb D C Bb A G D G Bb D G Bb G Eb C Eb G A F D Bb D F G Eb C A C Eb D G F# G A C G C Bb C D F C F E F G Bb F Bb A Bb C Eb Bb Eb D Eb F Ab Eb Bb Eb G Eb G C G C Eb C Eb F C F A F A D A D F D F G D G Bb G Bb Eb Bb Eb G Eb G A F A C A C F C F A F A Bb C D Bb A Bb C D Eb Bb A Bb D Eb F Bb A Bb Eb F G Bb A Bb A C Eb G F Eb D Bb Eb Bb F Ab G A Bb D C A Bb D C Bb A G A G F# E D C Bb A G F E D C# Bb A G F E F D G D A C Bb A G F E D E C F C G Bb A G F E D C# D Bb E Bb F A G F E D C# B C# A D A E G F D Bb G E C D Bb G E C A Bb G E C# A F G F E D C# B A D C# E D F A E D F E G A F E G F A Bb G F# A G Bb C# Bb A G F E F D F A D F A D A AC#G DF# D A D F# D F# A F# A D A D F# D F# A F# A D A F# D A F# D E F# G A Bb C Eb C A C A F# D F# A D C Bb D Bb G D Bb G A Bb C D Eb F Ab F D F D B G B D G F Eb C Eb G C D Eb C Ab F Ab C D Bb G Eb G Bb C Ab F D F Ab G C B C D F C F Eb F G Bb F Bb Ab Bb C Eb Bb Eb D Eb F Ab Eb Ab G Ab Bb C# Ab C F Ab G F B D F Ab G F C E F Ab G F D F B C D F Eb G C D Eb C Ab G F Eb D C G D Eb C G B C F Eb D C Bb A C F C F A F A C A C Eb C Eb A G F Eb D C Bb C D E F# A C A F# A F# C F# C A C A F# A F# D C Bb G Bb G E D C A C A F# Eb D Bb D Bb G F Eb C Eb C A G F# D E F# G A Bb D G Bb C Eb A F D Bb D F G Bb Eb G A C F D Bb G Bb D Eb G C Eb F A D Bb G E G Bb C A Bb G F# A D E F# G A Bb C Eb D G F# Bb A G F# E D C Bb Eb D Bb C A F D C A Bb G Eb C Bb G A F# D Bb A F# G Eb C A G E F# D Bb D C Bb A G Eb D C Bb A G F# G A D Eb C F B D Ab G F E G C E G Bb Eb A C G F Eb D F Bb D F Ab G Eb Bb G Eb D C Eb C Bb A G F# D A F# D C Bb D Bb A G F E C G Bb A G F# D A C Bb A G Eb Bb D C Bb A F C Eb D C Bb G D F E D C A Eb G F# Eb D Bb G Bb A C Bb G F# A D C Bb G F# A G Bb C A G Bb A C D Bb A C Bb D Eb C B D C Eb F# Eb D C Bb A Bb D G Bb G D Bb G D CDF# BbDG
BWV1002_violin-1.csv;F# B D F# B G E C# E A# G F# E D B F# A G F# E D C# E G B A# C# F# E D B C# D F# B C# D E F# G A D F# A D E F# A B G B D G B G E C# E A G F# D G E C# A C# E A C A F# D# F# B F# A C B A G B G E B D C# B A# G F# E D F# B D G# F# E D C# E G B A# F# C# E D F# B D C# F# C# A# F# A# C# E D F# D B G# B E A# B E F# C# D B G# B F C# B G# A C# F# A G# C# F G# C# E A# E B F# E C# D F# B C# D F G# F C# D F C# B A G# F# C# F# G# F F# C# A# E D F G# B A# F# A# C# F# C# G E C# A# F# C# E D F# B D C# B A# E D B D F# B G F# E D# F# A C B A F# A G B E G F# A D# E B E D# F# B F# D# A G# B E G# B D C B C A E C A G F# E D# F# A C B A D# A G B G E B G D F E B C E A# B D# E G E B G F# E B D# E G B E B G E G C# A E G F# A E G D G F# E D F# A# B E C# A# C# D F# C# E B E D C# B D F# G C A F# A D F# A C F# B D# F# B D# F# A G E B D C E G B A# G F# E D B A# B F F# A# B F# D C# A# B D F# B D F# A# B F# D B
BWV1002_violin-2.csv;B D F# B D C# F# A# E D C# B D F# B D F# E A C# G F# E D F# A D F# A G B E D C# B A# G F# E D# A G# F# E D C# E A# E BEF# D C# D C# F# A# G F# E D F# B D F# B G B E G B D C# E A C# E G F# D A E D C B G B D G B C# E G E A C# D A F# D A C# D C# B A# B C# E A# G F# E D F# B G# A F# F G# B D C# B A C# F# A C# E D# F# A C# B A G# B F G# B F# F G# C# F G# B A C# F# G F# E D F# B C B A G B D G F F# B F G# F B D C# A G# F# C# F F# A# C# E D B C# A# F# C# F# C# A# F# D G# E A# F# C# E D F# B F# B D E A D# A F# A G E G B E G A D G# D B D C E A F# G E D# F# A C B A G B A F# E G F# B D# A G F# E G F# D C E D G# B F E D C A C E F A D# F# A F# D# B G E G B D# E F# G B D# E G# B D B E G# A E C# E C# A F# D B G# E D C# E C# A E G F# A G E D F# E A C# B A G F# D C# E D B C# E G B A G F# C B G A G D B D C# E A G F# D A C# D C# B A# B A# C# F# A# C# E D F# D B G# B F G# C# F G# B A# C# A# F# C# E D# C B A G# D C# B A G F# C B A G F# E B A# G F# E D# A G# B D F# E D C# B A# G F# E D F# D B F# A# B A G F# E D# E D# E G# E D C# B A G# F# F F# F F# A# F# E D# F# A C B A G F# F F# C# D E A# B C# F# A# B D F# B D F# B
BWV1002_violin-3.csv;B A G F# E D C# B D C# B A# C# D E F# G# A# B C# D E C# D B A G F# E D C# B D C# B C# E F# G A B C# D E F# G E F# D C# B A G F# E D F# E D E G A B C D E F# G E F# G A# C# D E F# G F# E D# C B A G# B C# D E F# E D C# D C# B A# G F# E D F# G# A# B D C# B F# C# D E F# G# A# B C# D E C# D B A G F# E D C# B A G# F# E B C# D E F# G# A B C# D B C# A G# F# E D C# B A G F# E D A B C# D E F# G A B C A B G F# E D C B A G F# E D C# E F# G A B C# D E F# G E F# A B C# D F# E D A E D C# D A F# D A F# D A F# D C# B A# G F# E C# B A# G# F# E D C# D B D F# B C# D C# B A G# F# F C# G# F C# G# F C# B D C# B A C# F# G# A B C# B A G# F# E D# B F# D# B F# D# B A C# B A G# F# D B G# D B G# F# A G# F# F G# A B C# D# F F# G# A B G# A F# E D C# B A G# F# E D C# B F# G A B C# D E F# G A F# G B G D B G D B G D B G F B G# F C# D# F F# G# A B G# A F# A C# F# A G# F# C# G# F# F F# A# C# E F# A# C# D F# B D C# B A# G# F# A# C# F F# C# F# G# A# B C# D E F# G# A# F# B F# E D C# B A# G# F# E D C# D B D F# B D F# B D B D F# E D C# B A G F# E D# C B A G E G B E G B E G E G B A G F# E D C B A G# F E D C A C E A B C B A G F# E D# B D# F# A G F# E D# C# B A G B E G F# A D F# E G C E D# F# A C B C# D# E F# G A F# G B E B F# B D B E A C A D G# B C D E F# G# A B C D E C A B C D E F# G A B C D# B F# D# B F# D# B A C B A G B C# D# E G F# E B F# E D# E F# G A B C# D# E F# G A B C# D C# B A G# F# E D C# B C# D E D C# B A G# F# E D C# D E F# E D C# B A G# F# E D C# A C# E G F# E D C# B A G F# A D F# E G C# E D F# B D C# E G B A B C# D E F# G E F# A D A E A C# A D G B G C# G A B C# D E F# G B A G F# D F# A C A C F# A D F# A B C B A G F# E D C# B A G F# A B C# D F# E D A E D C# D A F# D A F# D A F# D C# B A# G F# E C# B A# G# F# E D C# D B D F# B C# D C# B A G# F# F C# F G# C# G# C# F G# D C# B A# F# C# A# F# C# A# F# E G F# E D# F# G# A B C# B A G# F# E D C# E F# G A B A G F# E D C B D E F# G A G F# E D C# B A# C# D E F# G F# E D# C# B A G# B C# D E F# G# A# B C# D B C# F# E D C# B A# G# F# E D C# D B D F# B D F# B F# B C# A# B G B D F# E D C# B A G# F# E F# E D B A B D E F# E D C# A C# E G F# E D C# B A# G# F# G F# E C# B C# E F# G F# E D# B D# F# A G F# E D# C B A G F# F F# C# D A# B F F# A# B E A# C# E D B C# B F# C# B A# B D B F# B F# D F# D B F# D B D B F# B F# D F# B
BWV1002_violin-4.csv;BDF# DEG AC#F# AC#E DF# E D C# BG EG DE C#E DF BF A#F# G F# E BDF# AC#E BG BF# BG BC#G BDG A#EF# BEF# BDF# EG DG C#G BG C#F# E D C# C#F# A#C#F# A#C#E A#C#F# BD F# B A G# F# BDEG# AC#F# BDEG# AC#E G F# E AD# AC AB EG D#F# AF# CE BE CE AE BD# AD# BEG ACG ACF# BF#G BEG ABEF# ABD#F# E D C# B AC#EG D C# BG AG DF# DE E ADF# BDG C#EG DF# AC#E ADF# EG C#G BC#E A#C#E C#EG F# E D C# BDF# BEF# AC#F# BF#G E D C#E BE A#F# G F# E BDF# A#C# BD DE G# B D G# D C#E BE C#E D C#D D BC#E A#EF# BEF# C# E A# E BDF# AC#E BDG A#C#E G F# E BDF# E C#E C#F# BF#
BWV1002_violin-5.csv;B D F# G E D C# A G F# D C# D A F# D C# B G F# E D F C# B A# F# C# A# G F# E D C# D F# B C# B A B A G A C# E G C# E A# F# E D B A G E D C# A# B F# A# C# F# G F# E D C# F# C# A# F# C# A# C# F# E D C# D F# B D F# B A G# F# E G# D C# A F# D B G# A E C# A C# E G F# E D# A C B E G F# D# A C A E D# B A G D# E A G F# B G E F# A D# E B G E G B E F# G A E D C# B A G F# E F# A C# D F# E F# A D G D B C# B A G E F# E C# B C# A G# A E G A# C# E G F# E D E C# D B C# D F# E F# A F# G B F# E C# D C# A# B A# C# B A# G# F# E D C# D F# B A# C# B D B G# E G# B D G# B E G C# B D C# E C# A# F# A# C# E A# C# D B F# C# A E B G D C# E G A# C# E G F# E A# B F F# C# D F# B A# B F# D B D F# B C# D B D F# B D F# B
BWV1002_violin-6.csv;F# BDF# F# BDF# F# A#C#G G F# E A#EG BDF# C#E DF# C#F# BEF# BDF# C# D B D C# D BF# BG D AC#G C# B C# A E C# AE AF# C# BF#G B A B G E G E C# E C# AG B C# D E F# G A DF# EG AC# ABD ABC# D B DG# AC#G ABG C# A ACF# BG DF# C#E DE C#G G F# G E F# C#G E F# BG E F# AG C# A D C# B A G B A G F# E D A AC#G DF# AC#E DF# AEG DF# AC#E E D E ADF# AC#E DF# AEG DF# AC#E C#E BD C#E D#F# BEG BG B AF# CEG CD#F# EG D#F# EG BEG BG BF# BE E EF# EG BEG AC# G AC# G ADG ADF# ADE F# B C#F B C#F# A C#G# C#F# F D# C# B C# BE A#E C# BE D C# D B A# B AD DG# BDF# C#F D#F F F# G# A B G# BC#F# AC#F# G# F# C# F F# G F# E D# C# B A BD#F# A ABE G F# G E F# G A G AC#E G ADG F# E F# D C# B A#C# E BG E A#F# A#C# E D E G F# E D C# B A G A# B C# D B C# A# F# C# F# G# A# B A# B C# D C# D E F# A# F# E F# A# B C# D E F# G# A# B C# D F B F D F B C# D E D C# B A G# F# F D C# B A# G F# E D C# D B F# A# BF# D C# B A G D C# B A# B BDF# B A# B C B A G F# E D# C B A G F# E F# G A B C# D F# B G# F C# D C# B A# B C# F# C# D EF# C# D EG# C# D A#E G F# G F# E D C# B A# C# E G F# E D C# B A# BDF# F# BDF# F# A#C#G G F# E A#EG BDF# E DF# EF# C#F# BF#
