G#;5.125;BWV1003_bwv-1003_1.csv
Eb;4.5625;BWV1003_bwv-1003_1.csv
C#;3.25;BWV1003_bwv-1003_1.csv
Bb;3.125;BWV1003_bwv-1003_1.csv
A;154.625;BWV1003_bwv-1003_2.csv
E;147.75;BWV1003_bwv-1003_2.csv
D;110.25;BWV1003_bwv-1003_2.csv
G;109.875;BWV1003_bwv-1003_2.csv
C;109.125;BWV1003_bwv-1003_2.csv
B;97.125;BWV1003_bwv-1003_2.csv
F;77.25;BWV1003_bwv-1003_2.csv
F#;44.0;BWV1003_bwv-1003_2.csv
Bb;33.25;BWV1003_bwv-1003_2.csv
C#;28.625;BWV1003_bwv-1003_2.csv
G#;26.375;BWV1003_bwv-1003_2.csv
Eb;25.5;BWV1003_bwv-1003_2.csv
G;34.875;BWV1003_bwv-1003_3.csv
C;28.6875;BWV1003_bwv-1003_3.csv
D;23.875;BWV1003_bwv-1003_3.csv
E;23.3125;BWV1003_bwv-1003_3.csv
B;21.5625;BWV1003_bwv-1003_3.csv
A;19.125;BWV1003_bwv-1003_3.csv
F;10.6875;BWV1003_bwv-1003_3.csv
F#;7.375;BWV1003_bwv-1003_3.csv
G#;4.75;BWV1003_bwv-1003_3.csv
Eb;2.75;BWV1003_bwv-1003_3.csv
C#;1.0;BWV1003_bwv-1003_3.csv
Bb;1.0;BWV1003_bwv-1003_3.csv
E;38.875;BWV1003_bwv-1003_4.csv
A;34.125;BWV1003_bwv-1003_4.csv
B;33.5;BWV1003_bwv-1003_4.csv
C;28.25;BWV1003_bwv-1003_4.csv
G;26.625;BWV1003_bwv-1003_4.csv
D;25.0;BWV1003_bwv-1003_4.csv
F#;14.875;BWV1003_bwv-1003_4.csv
F;13.125;BWV1003_bwv-1003_4.csv
Eb;7.5;BWV1003_bwv-1003_4.csv
G#;6.625;BWV1003_bwv-1003_4.csv
C#;3.25;BWV1003_bwv-1003_4.csv
Bb;1.0;BWV1003_bwv-1003_4.csv
A;22.375;BWV1004_bwv-1004_1.csv
D;20.625;BWV1004_bwv-1004_1.csv
F;15.125;BWV1004_bwv-1004_1.csv
E;15.0;BWV1004_bwv-1004_1.csv
G;14.625;BWV1004_bwv-1004_1.csv
Bb;11.875;BWV1004_bwv-1004_1.csv
C;11.5;BWV1004_bwv-1004_1.csv
B;6.0;BWV1004_bwv-1004_1.csv
C#;5.0;BWV1004_bwv-1004_1.csv
Eb;4.125;BWV1004_bwv-1004_1.csv
Ab;2.875;BWV1004_bwv-1004_1.csv
F#;2.625;BWV1004_bwv-1004_1.csv
A;29.125;BWV1004_bwv-1004_2.csv
D;27.75;BWV1004_bwv-1004_2.csv
F;18.5;BWV1004_bwv-1004_2.csv
G;16.375;BWV1004_bwv-1004_2.csv
E;15.25;BWV1004_bwv-1004_2.csv
C;14.5625;BWV1004_bwv-1004_2.csv
Bb;13.8125;BWV1004_bwv-1004_2.csv
C#;10.5625;BWV1004_bwv-1004_2.csv
B;5.0;BWV1004_bwv-1004_2.csv
Eb;4.6875;BWV1004_bwv-1004_2.csv
Ab;4.125;BWV1004_bwv-1004_2.csv
F#;3.0625;BWV1004_bwv-1004_2.csv
G;25.375;BWV1004_bwv-1004_3_sarabanda.csv
D;25.125;BWV1004_bwv-1004_3_sarabanda.csv
A;24.5;BWV1004_bwv-1004_3_sarabanda.csv
E;15.875;BWV1004_bwv-1004_3_sarabanda.csv
C#;14.5;BWV1004_bwv-1004_3_sarabanda.csv
Bb;14.25;BWV1004_bwv-1004_3_sarabanda.csv
F;11.125;BWV1004_bwv-1004_3_sarabanda.csv
C;10.5;BWV1004_bwv-1004_3_sarabanda.csv
B;4.25;BWV1004_bwv-1004_3_sarabanda.csv
F#;3.75;BWV1004_bwv-1004_3_sarabanda.csv
Eb;2.25;BWV1004_bwv-1004_3_sarabanda.csv
Ab;1.5;BWV1004_bwv-1004_3_sarabanda.csv
D;41.75;BWV1004_bwv-1004_4_giga.csv
A;37.25;BWV1004_bwv-1004_4_giga.csv
F;28.0;BWV1004_bwv-1004_4_giga.csv
E;28.0;BWV1004_bwv-1004_4_giga.csv
C;26.75;BWV1004_bwv-1004_4_giga.csv
G;26.25;BWV1004_bwv-1004_4_giga.csv
Bb;21.75;BWV1004_bwv-1004_4_giga.csv
C#;11.5;BWV1004_bwv-1004_4_giga.csv
B;7.0;BWV1004_bwv-1004_4_giga.csv
F#;4.5;BWV1004_bwv-1004_4_giga.csv
Eb;4.5;BWV1004_bwv-1004_4_giga.csv
Ab;2.75;BWV1004_bwv-1004_4_giga.csv
D;305.625;BWV1004_bwv-1004_5.csv
A;252.5;BWV1004_bwv-1004_5.csv
E;186.5;BWV1004_bwv-1004_5.csv
G;158.625;BWV1004_bwv-1004_5.csv
F;130.0;BWV1004_bwv-1004_5.csv
C#;106.75;BWV1004_bwv-1004_5.csv
F#;97.5;BWV1004_bwv-1004_5.csv
Bb;89.375;BWV1004_bwv-1004_5.csv
B;60.125;BWV1004_bwv-1004_5.csv
C;55.625;BWV1004_bwv-1004_5.csv
Eb;15.75;BWV1004_bwv-1004_5.csv
G#;10.25;BWV1004_bwv-1004_5.csv
Ab;10.0;BWV1004_bwv-1004_5.csv
A#;2.0;BWV1004_bwv-1004_5.csv
G;74.25;BWV1005_bwv-1005_1.csv
D;57.0;BWV1005_bwv-1005_1.csv
C;50.4375;BWV1005_bwv-1005_1.csv
A;42.0;BWV1005_bwv-1005_1.csv
E;35.5;BWV1005_bwv-1005_1.csv
B;32.25;BWV1005_bwv-1005_1.csv
F;27.5;BWV1005_bwv-1005_1.csv
F#;18.625;BWV1005_bwv-1005_1.csv
Bb;14.6875;BWV1005_bwv-1005_1.csv
Eb;13.625;BWV1005_bwv-1005_1.csv
C#;8.375;BWV1005_bwv-1005_1.csv
G#;2.25;BWV1005_bwv-1005_1.csv
G;475.0;BWV1005_bwv-1005_2.csv
D;406.0;BWV1005_bwv-1005_2.csv
E;404.0;BWV1005_bwv-1005_2.csv
A;349.75;BWV1005_bwv-1005_2.csv
C;332.75;BWV1005_bwv-1005_2.csv
B;279.25;BWV1005_bwv-1005_2.csv
F;253.75;BWV1005_bwv-1005_2.csv
F#;129.25;BWV1005_bwv-1005_2.csv
Bb;90.0;BWV1005_bwv-1005_2.csv
C#;62.75;BWV1005_bwv-1005_2.csv
Eb;38.0;BWV1005_bwv-1005_2.csv
G#;31.0;BWV1005_bwv-1005_2.csv
F;23.0;BWV1005_bwv-1005_3.csv
C;21.5;BWV1005_bwv-1005_3.csv
A;16.625;BWV1005_bwv-1005_3.csv
G;15.375;BWV1005_bwv-1005_3.csv
D;15.0;BWV1005_bwv-1005_3.csv
E;13.375;BWV1005_bwv-1005_3.csv
Bb;12.25;BWV1005_bwv-1005_3.csv
B;6.25;BWV1005_bwv-1005_3.csv
Eb;2.5;BWV1005_bwv-1005_3.csv
F#;1.375;BWV1005_bwv-1005_3.csv
Ab;1.25;BWV1005_bwv-1005_3.csv
G;53.5;BWV1005_bwv-1005_4.csv
A;45.75;BWV1005_bwv-1005_4.csv
C;43.25;BWV1005_bwv-1005_4.csv
D;42.5;BWV1005_bwv-1005_4.csv
E;33.25;BWV1005_bwv-1005_4.csv
B;31.0;BWV1005_bwv-1005_4.csv
F;25.5;BWV1005_bwv-1005_4.csv
F#;12.0;BWV1005_bwv-1005_4.csv
C#;7.5;BWV1005_bwv-1005_4.csv
Bb;5.5;BWV1005_bwv-1005_4.csv
G#;4.5;BWV1005_bwv-1005_4.csv
Eb;1.75;BWV1005_bwv-1005_4.csv
E;101.75;BWV1006a_bwv-1006a_1.csv
G#;77.0;BWV1006a_bwv-1006a_1.csv
B;75.5;BWV1006a_bwv-1006a_1.csv
A;75.375;BWV1006a_bwv-1006a_1.csv
C#;69.5;BWV1006a_bwv-1006a_1.csv
F#;63.375;BWV1006a_bwv-1006a_1.csv
D#;32.0;BWV1006a_bwv-1006a_1.csv
D;21.75;BWV1006a_bwv-1006a_1.csv
E#;16.25;BWV1006a_bwv-1006a_1.csv
A#;6.5;BWV1006a_bwv-1006a_1.csv
B#;6.0;BWV1006a_bwv-1006a_1.csv
G;5.25;BWV1006a_bwv-1006a_1.csv
E;101.75;BWV1006a_bwv-1006a_1g.csv
G#;77.0;BWV1006a_bwv-1006a_1g.csv
B;70.5;BWV1006a_bwv-1006a_1g.csv
A;69.375;BWV1006a_bwv-1006a_1g.csv
C#;66.0;BWV1006a_bwv-1006a_1g.csv
F#;63.375;BWV1006a_bwv-1006a_1g.csv
D#;32.0;BWV1006a_bwv-1006a_1g.csv
D;21.75;BWV1006a_bwv-1006a_1g.csv
E#;16.25;BWV1006a_bwv-1006a_1g.csv
A#;6.5;BWV1006a_bwv-1006a_1g.csv
B#;6.0;BWV1006a_bwv-1006a_1g.csv
G;5.25;BWV1006a_bwv-1006a_1g.csv
F#;52.5625;BWV1006a_bwv-1006a_2.csv
G#;46.1875;BWV1006a_bwv-1006a_2.csv
B;45.6875;BWV1006a_bwv-1006a_2.csv
C#;42.1875;BWV1006a_bwv-1006a_2.csv
E;42.0;BWV1006a_bwv-1006a_2.csv
D#;31.125;BWV1006a_bwv-1006a_2.csv
A;29.1875;BWV1006a_bwv-1006a_2.csv
A#;15.5;BWV1006a_bwv-1006a_2.csv
D;6.4375;BWV1006a_bwv-1006a_2.csv
E#;5.5;BWV1006a_bwv-1006a_2.csv
B#;4.5;BWV1006a_bwv-1006a_2.csv
G;3.25;BWV1006a_bwv-1006a_2.csv
F#;52.8125;BWV1006a_bwv-1006a_2g.csv
B;44.625;BWV1006a_bwv-1006a_2g.csv
G#;44.375;BWV1006a_bwv-1006a_2g.csv
C#;42.75;BWV1006a_bwv-1006a_2g.csv
E;39.0625;BWV1006a_bwv-1006a_2g.csv
D#;31.0625;BWV1006a_bwv-1006a_2g.csv
A;29.375;BWV1006a_bwv-1006a_2g.csv
A#;15.5625;BWV1006a_bwv-1006a_2g.csv
D;6.5;BWV1006a_bwv-1006a_2g.csv
E#;5.5;BWV1006a_bwv-1006a_2g.csv
B#;4.5;BWV1006a_bwv-1006a_2g.csv
G;3.5;BWV1006a_bwv-1006a_2g.csv
E;143.9375;BWV1006a_bwv-1006a_3.csv
G#;114.375;BWV1006a_bwv-1006a_3.csv
B;109.125;BWV1006a_bwv-1006a_3.csv
F#;101.125;BWV1006a_bwv-1006a_3.csv
A;93.375;BWV1006a_bwv-1006a_3.csv
C#;72.1875;BWV1006a_bwv-1006a_3.csv
D#;68.3125;BWV1006a_bwv-1006a_3.csv
A#;15.0;BWV1006a_bwv-1006a_3.csv
D;13.5625;BWV1006a_bwv-1006a_3.csv
G;10.0;BWV1006a_bwv-1006a_3.csv
B#;9.4375;BWV1006a_bwv-1006a_3.csv
E#;8.0;BWV1006a_bwv-1006a_3.csv
E;141.0;BWV1006a_bwv-1006a_3g.csv
G#;115.0;BWV1006a_bwv-1006a_3g.csv
B;108.125;BWV1006a_bwv-1006a_3g.csv
F#;98.25;BWV1006a_bwv-1006a_3g.csv
A;91.0;BWV1006a_bwv-1006a_3g.csv
C#;75.125;BWV1006a_bwv-1006a_3g.csv
D#;73.8125;BWV1006a_bwv-1006a_3g.csv
A#;15.0625;BWV1006a_bwv-1006a_3g.csv
D;8.5;BWV1006a_bwv-1006a_3g.csv
G;8.0;BWV1006a_bwv-1006a_3g.csv
B#;7.5;BWV1006a_bwv-1006a_3g.csv
E#;6.0;BWV1006a_bwv-1006a_3g.csv
E;39.5625;BWV1006a_bwv-1006a_4.csv
B;33.5;BWV1006a_bwv-1006a_4.csv
G#;30.6875;BWV1006a_bwv-1006a_4.csv
F#;28.125;BWV1006a_bwv-1006a_4.csv
D#;25.0;BWV1006a_bwv-1006a_4.csv
C#;22.625;BWV1006a_bwv-1006a_4.csv
A;19.8125;BWV1006a_bwv-1006a_4.csv
B#;3.0;BWV1006a_bwv-1006a_4.csv
D;2.5;BWV1006a_bwv-1006a_4.csv
A#;1.0;BWV1006a_bwv-1006a_4.csv
E;39.5;BWV1006a_bwv-1006a_4g.csv
B;34.0;BWV1006a_bwv-1006a_4g.csv
G#;30.25;BWV1006a_bwv-1006a_4g.csv
F#;28.0;BWV1006a_bwv-1006a_4g.csv
D#;25.0;BWV1006a_bwv-1006a_4g.csv
C#;22.5;BWV1006a_bwv-1006a_4g.csv
A;19.75;BWV1006a_bwv-1006a_4g.csv
B#;3.0;BWV1006a_bwv-1006a_4g.csv
D;2.5;BWV1006a_bwv-1006a_4g.csv
A#;1.0;BWV1006a_bwv-1006a_4g.csv
B;43.9375;BWV1006a_bwv-1006a_5.csv
E;30.1875;BWV1006a_bwv-1006a_5.csv
F#;28.125;BWV1006a_bwv-1006a_5.csv
G#;27.8125;BWV1006a_bwv-1006a_5.csv
A;22.5;BWV1006a_bwv-1006a_5.csv
D#;19.5;BWV1006a_bwv-1006a_5.csv
C#;13.5;BWV1006a_bwv-1006a_5.csv
E#;3.5;BWV1006a_bwv-1006a_5.csv
D;3.0;BWV1006a_bwv-1006a_5.csv
A#;1.5625;BWV1006a_bwv-1006a_5.csv
B;45.0;BWV1006a_bwv-1006a_5g.csv
E;29.25;BWV1006a_bwv-1006a_5g.csv
F#;27.75;BWV1006a_bwv-1006a_5g.csv
G#;27.0;BWV1006a_bwv-1006a_5g.csv
A;20.5;BWV1006a_bwv-1006a_5g.csv
D#;20.0;BWV1006a_bwv-1006a_5g.csv
C#;13.5;BWV1006a_bwv-1006a_5g.csv
E#;3.5;BWV1006a_bwv-1006a_5g.csv
D;3.0;BWV1006a_bwv-1006a_5g.csv
A#;1.5;BWV1006a_bwv-1006a_5g.csv
B;45.875;BWV1006a_bwv-1006a_6.csv
E;41.875;BWV1006a_bwv-1006a_6.csv
F#;32.0625;BWV1006a_bwv-1006a_6.csv
C#;30.5625;BWV1006a_bwv-1006a_6.csv
G#;28.0;BWV1006a_bwv-1006a_6.csv
D#;24.5;BWV1006a_bwv-1006a_6.csv
A;20.5;BWV1006a_bwv-1006a_6.csv
A#;6.0;BWV1006a_bwv-1006a_6.csv
D;5.5;BWV1006a_bwv-1006a_6.csv
E#;1.0;BWV1006a_bwv-1006a_6.csv
B#;1.0;BWV1006a_bwv-1006a_6.csv
B;45.0;BWV1006a_bwv-1006a_6g.csv
E;43.0;BWV1006a_bwv-1006a_6g.csv
F#;32.0;BWV1006a_bwv-1006a_6g.csv
C#;30.5;BWV1006a_bwv-1006a_6g.csv
G#;28.0;BWV1006a_bwv-1006a_6g.csv
D#;24.5;BWV1006a_bwv-1006a_6g.csv
A;21.5;BWV1006a_bwv-1006a_6g.csv
A#;6.0;BWV1006a_bwv-1006a_6g.csv
D;5.5;BWV1006a_bwv-1006a_6g.csv
E#;1.0;BWV1006a_bwv-1006a_6g.csv
B#;1.0;BWV1006a_bwv-1006a_6g.csv
E;31.75;BWV1006a_bwv-1006a_7.csv
B;29.75;BWV1006a_bwv-1006a_7.csv
F#;25.0625;BWV1006a_bwv-1006a_7.csv
A;21.0;BWV1006a_bwv-1006a_7.csv
G#;20.875;BWV1006a_bwv-1006a_7.csv
C#;20.5;BWV1006a_bwv-1006a_7.csv
D#;17.0;BWV1006a_bwv-1006a_7.csv
D;4.0;BWV1006a_bwv-1006a_7.csv
A#;2.5;BWV1006a_bwv-1006a_7.csv
E#;2.0;BWV1006a_bwv-1006a_7.csv
E;31.75;BWV1006a_bwv-1006a_7g.csv
B;29.5;BWV1006a_bwv-1006a_7g.csv
F#;24.0;BWV1006a_bwv-1006a_7g.csv
G#;21.0;BWV1006a_bwv-1006a_7g.csv
C#;20.5;BWV1006a_bwv-1006a_7g.csv
A;20.5;BWV1006a_bwv-1006a_7g.csv
D#;15.0;BWV1006a_bwv-1006a_7g.csv
D;4.0;BWV1006a_bwv-1006a_7g.csv
A#;2.5;BWV1006a_bwv-1006a_7g.csv
E#;2.0;BWV1006a_bwv-1006a_7g.csv
E;74.5;BWV1006_bwv-1006_1.csv
A;61.125;BWV1006_bwv-1006_1.csv
G#;57.25;BWV1006_bwv-1006_1.csv
B;54.0;BWV1006_bwv-1006_1.csv
F#;51.875;BWV1006_bwv-1006_1.csv
C#;51.75;BWV1006_bwv-1006_1.csv
D#;26.25;BWV1006_bwv-1006_1.csv
D;20.0;BWV1006_bwv-1006_1.csv
E#;11.25;BWV1006_bwv-1006_1.csv
G;5.25;BWV1006_bwv-1006_1.csv
B#;5.0;BWV1006_bwv-1006_1.csv
A#;3.25;BWV1006_bwv-1006_1.csv
F#;41.8125;BWV1006_bwv-1006_2.csv
G#;35.625;BWV1006_bwv-1006_2.csv
B;34.875;BWV1006_bwv-1006_2.csv
C#;33.0;BWV1006_bwv-1006_2.csv
E;32.5625;BWV1006_bwv-1006_2.csv
A;26.875;BWV1006_bwv-1006_2.csv
D#;19.3125;BWV1006_bwv-1006_2.csv
A#;10.5625;BWV1006_bwv-1006_2.csv
D;7.5;BWV1006_bwv-1006_2.csv
E#;5.0;BWV1006_bwv-1006_2.csv
B#;4.5;BWV1006_bwv-1006_2.csv
G;2.75;BWV1006_bwv-1006_2.csv
E;99.5;BWV1006_bwv-1006_3.csv
B;87.125;BWV1006_bwv-1006_3.csv
G#;85.0;BWV1006_bwv-1006_3.csv
F#;80.25;BWV1006_bwv-1006_3.csv
A;61.5;BWV1006_bwv-1006_3.csv
C#;53.625;BWV1006_bwv-1006_3.csv
D#;35.3125;BWV1006_bwv-1006_3.csv
A#;11.0625;BWV1006_bwv-1006_3.csv
D;10.0;BWV1006_bwv-1006_3.csv
B#;7.5;BWV1006_bwv-1006_3.csv
G;5.5;BWV1006_bwv-1006_3.csv
E#;4.0;BWV1006_bwv-1006_3.csv
E;31.5;BWV1006_bwv-1006_4.csv
B;27.875;BWV1006_bwv-1006_4.csv
G#;24.25;BWV1006_bwv-1006_4.csv
F#;21.5;BWV1006_bwv-1006_4.csv
C#;21.5;BWV1006_bwv-1006_4.csv
D#;15.5;BWV1006_bwv-1006_4.csv
A;14.75;BWV1006_bwv-1006_4.csv
D;7.0;BWV1006_bwv-1006_4.csv
B#;3.5625;BWV1006_bwv-1006_4.csv
G;1.0;BWV1006_bwv-1006_4.csv
A#;1.0;BWV1006_bwv-1006_4.csv
B;34.0;BWV1006_bwv-1006_5.csv
A;20.0;BWV1006_bwv-1006_5.csv
E;19.5;BWV1006_bwv-1006_5.csv
F#;17.0;BWV1006_bwv-1006_5.csv
G#;16.75;BWV1006_bwv-1006_5.csv
D#;8.5;BWV1006_bwv-1006_5.csv
C#;8.5;BWV1006_bwv-1006_5.csv
D;3.0;BWV1006_bwv-1006_5.csv
E#;2.5;BWV1006_bwv-1006_5.csv
A#;1.5;BWV1006_bwv-1006_5.csv
G;1.125;BWV1006_bwv-1006_5.csv
B;30.0;BWV1006_bwv-1006_6.csv
E;24.0;BWV1006_bwv-1006_6.csv
C#;22.0;BWV1006_bwv-1006_6.csv
F#;18.0;BWV1006_bwv-1006_6.csv
G#;17.0;BWV1006_bwv-1006_6.csv
D#;15.0;BWV1006_bwv-1006_6.csv
A;15.0;BWV1006_bwv-1006_6.csv
D;4.5;BWV1006_bwv-1006_6.csv
A#;4.0;BWV1006_bwv-1006_6.csv
E#;1.0;BWV1006_bwv-1006_6.csv
B#;0.5;BWV1006_bwv-1006_6.csv
E;15.75;BWV1006_bwv-1006_7.csv
F#;14.75;BWV1006_bwv-1006_7.csv
B;14.25;BWV1006_bwv-1006_7.csv
A;14.0;BWV1006_bwv-1006_7.csv
G#;12.25;BWV1006_bwv-1006_7.csv
C#;11.5;BWV1006_bwv-1006_7.csv
D#;9.0;BWV1006_bwv-1006_7.csv
D;2.5;BWV1006_bwv-1006_7.csv
A#;1.5;BWV1006_bwv-1006_7.csv
E#;0.5;BWV1006_bwv-1006_7.csv
D;23.5;BWV1007_bwv1007-1.csv
G;23.0;BWV1007_bwv1007-1.csv
A;21.75;BWV1007_bwv1007-1.csv
B;20.0;BWV1007_bwv1007-1.csv
E;15.6875;BWV1007_bwv1007-1.csv
C;13.5;BWV1007_bwv1007-1.csv
F#;12.5;BWV1007_bwv1007-1.csv
C#;3.25;BWV1007_bwv1007-1.csv
F;2.0;BWV1007_bwv1007-1.csv
G#;1.6875;BWV1007_bwv1007-1.csv
D#;0.75;BWV1007_bwv1007-1.csv
Bb;0.5;BWV1007_bwv1007-1.csv
G;26.25;BWV1007_bwv1007-2.csv
D;19.5;BWV1007_bwv1007-2.csv
A;18.0;BWV1007_bwv1007-2.csv
B;17.5;BWV1007_bwv1007-2.csv
F#;13.5;BWV1007_bwv1007-2.csv
E;13.0;BWV1007_bwv1007-2.csv
C;12.5;BWV1007_bwv1007-2.csv
C#;3.5;BWV1007_bwv1007-2.csv
F;2.5;BWV1007_bwv1007-2.csv
D#;2.25;BWV1007_bwv1007-2.csv
D;12.5625;BWV1007_bwv1007-3.csv
G;11.25;BWV1007_bwv1007-3.csv
E;10.1875;BWV1007_bwv1007-3.csv
A;8.375;BWV1007_bwv1007-3.csv
B;8.1875;BWV1007_bwv1007-3.csv
C;6.8125;BWV1007_bwv1007-3.csv
F#;6.75;BWV1007_bwv1007-3.csv
C#;1.75;BWV1007_bwv1007-3.csv
D#;1.25;BWV1007_bwv1007-3.csv
